Daytime/evening attendance	,Previous qualification (grade),Admission grade,Displaced,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,Gender_1,Application mode_2,Application mode_5,Application mode_7,Application mode_10,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Application mode_26,Application mode_27,Application mode_39,Application mode_42,Application mode_43,Application mode_44,Application mode_51,Application mode_53,Application mode_57,Marital status_2,Marital status_3,Marital status_4,Marital status_5,Marital status_6,Total units enrolled,Total units approved,Total evaluations,Total grade,Target
1,0.139,0.1306,1,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.11,0.13,0.2653333333333333,2
1,0.136,0.1193,1,0,1,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.14,0.16,0.2642857142857143,2
1,0.133,0.13019999999999998,1,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.0,0.06,0.0,0
1,0.11,0.1118,1,0,1,1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12,0.11,0.15,0.2157142857142857,2
1,0.149,0.1371,1,0,1,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.09,0.12,0.2525,2
1,0.127,0.1207,1,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.05,0.13,0.132,0
1,0.137,0.1374,1,0,1,0,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.03,0.24,0.23,1
1,0.135,0.1273,1,0,1,0,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.16,0.2785125,2
1,0.137,0.1363,1,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.08,0.16,0.2475,2
1,0.14,0.12459999999999999,1,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.12,0.15,0.25166666666666665,1
1,0.122,0.12029999999999999,0,0,1,1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2
1,0.127,0.12179999999999999,1,0,1,0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.23,0.228625,1
1,0.142,0.1255,1,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.14,0.24,0.2571428571428572,2
1,0.125,0.1149,1,0,1,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.15,0.25660714285714287,2
1,0.126,0.12390000000000001,0,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.13,0.17,0.2741095238095238,2
1,0.151,0.157,1,1,1,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.09,0.2,0.226,1
1,0.115,0.1164,1,0,1,0,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.18,0.24660714285714286,2
1,0.138,0.131,1,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.09,0.16,0.25666666666666665,1
1,0.135,0.1221,1,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.12,0.24333333333333335,2
1,0.127,0.1188,1,0,1,0,0.19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.12,0.16,0.26649999999999996,1
1,0.15,0.15,0,0,1,0,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12,0.1,0.32,0.2242857142857143,1
1,0.125,0.13,1,0,1,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.12,0.1,0.16,0.2623333333333333,2
1,0.143,0.1388,0,0,0,0,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0.17,0.24833333333333335,1
0,0.138,0.1345,1,0,1,0,0.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.14,0.27041666666666664,2
0,0.13,0.13140000000000002,0,0,1,0,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.15,0.2582857142857143,2
1,0.13,0.1025,0,1,0,0,0.37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,0.01,0.14,0.1,0
1,0.1331,0.1288,1,0,1,0,0.43,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0
1,0.14,0.12290000000000001,0,0,1,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.03,0.18,0.22,0
0,0.12,0.1139,1,0,1,0,0.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1,0.1,0.13,0.226,2
1,0.12,0.12,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12,0.06,0.24,0.23666666666666664,0
1,0.126,0.1211,0,1,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.04,0.11,0.1275,0
1,0.133,0.12040000000000001,1,0,1,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.306,2
1,0.103,0.1006,1,0,1,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.12,0.18,0.2827085714285714,2
1,0.12,0.12140000000000001,0,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.09,0.14,0.268,0
0,0.1331,0.1097,0,0,1,0,0.29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0
0,0.154,0.1341,0,0,1,0,0.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0.2,0.25833333333333336,1
1,0.13,0.1276,1,0,1,0,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.11,0.14,0.24866666666666667,2
1,0.132,0.13240000000000002,1,0,1,1,0.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.13,0.17,0.2728809523809524,2
0,0.13,0.13340000000000002,0,0,1,1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12,0.12,0.13,0.24785714285714286,2
1,0.139,0.1261,0,0,1,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.11,0.14,0.2516666666666667,2
1,0.13,0.1135,0,0,1,1,0.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0.27833333333333327,2
1,0.139,0.12129999999999999,1,0,1,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.12,0.2,0.2366666666666667,1
1,0.127,0.12179999999999999,1,0,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.07,0.23,0.25,1
1,0.167,0.15930000000000002,0,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.12,0.3051428571428571,2
0,0.13,0.12,0,0,1,0,0.27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.22,0.21600000000000003,0
1,0.13,0.1291,1,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.19,0.26639444444444443,2
1,0.13,0.13,0,0,1,0,0.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12,0.0,0.16,0.0,0
1,0.129,0.15530000000000002,1,0,1,0,0.27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.15,0.22,0.259,0
1,0.141,0.1398,1,0,1,0,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0.16,0.2987,2
1,0.125,0.1152,1,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
1,0.125,0.1149,0,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.13,0.2,0.253547619047619,2
1,0.13,0.13190000000000002,0,0,1,1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12,0.12,0.14,0.24,2
1,0.133,0.126,1,0,1,1,0.19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
1,0.127,0.13019999999999998,1,0,1,0,0.19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.06,0.14,0.214,1
1,0.116,0.12090000000000001,0,0,1,0,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.12,0.0,0.12,0.0,1
1,0.1331,0.126,1,0,1,0,0.29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.15,0.1,0.2,0.22899999999999998,0
1,0.139,0.12819999999999998,1,0,1,1,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2
1,0.13,0.13,1,0,1,0,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12,0.12,0.15,0.25,2
1,0.125,0.1201,0,1,1,0,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.09,0.18,0.2195,0
1,0.16,0.1,0,0,1,0,0.26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12,0.11,0.15,0.228,1
1,0.148,0.134,0,0,1,0,0.18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.14,0.0,1
1,0.15,0.1308,0,0,1,0,0.24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.16,0.25725000000000003,2
1,0.141,0.1358,1,0,1,0,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,0.118,0.11170000000000001,1,0,1,0,0.18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.04,0.24,0.23666666666666664,0
1,0.142,0.13290000000000002,1,0,1,0,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.09,0.19,0.24666666666666667,2
1,0.12,0.1155,1,1,1,0,0.18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,0.19,0.2119047619047619,0
1,0.106,0.106,1,0,1,1,0.21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.05,0.19,0.215,0
1,0.121,0.12029999999999999,1,1,1,1,0.19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0.27,2
1,0.15,0.1308,0,0,1,1,0.22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.16,0.29898412698412696,2
0,0.12,0.117,0,0,1,0,0.33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.12,0.12,0.14,0.23666666666666664,2
1,0.114,0.1102,1,0,1,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.1,0.15,0.244,0
0,0.14,0.15569999999999998,1,0,1,0,0.35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0,0.01,0.0,0
1,0.16,0.1804,0,1,1,0,0.24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24,0.16,0.31,0.2546666666666667,0
1,0.12,0.1255,0,0,1,0,0.18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.08,0.14,0.23333333333333336,1
0,0.13,0.11,1,0,1,0,0.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.12,0.11,0.18,0.22,2
1,0.16,0.161,1,0,1,1,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16,0.14,0.16,0.2616,2
1,0.12,0.1,0,0,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.09,0.14,0.221,2
1,0.124,0.1176,1,0,1,0,0.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.11,0.15,0.21866666666666668,2
1,0.143,0.12869999999999998,1,0,1,0,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.09,0.11,0.278,1
1,0.115,0.11220000000000001,1,1,1,0,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.02,0.18,0.1,1
1,0.1331,0.1008,0,0,1,0,0.24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,0.0,0.25,0.0,0
1,0.1331,0.105,1,0,0,0,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0.275,2
1,0.1331,0.1,0,0,1,0,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.02,0.13,0.12,0
1,0.1331,0.1155,0,0,1,0,0.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.12,0.03,0.26,0.12666666666666665,0
0,0.1331,0.114,0,0,1,0,0.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.14,0.14,0.18,0.24208333333333334,2
1,0.13,0.137,1,0,1,0,0.19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.08,0.2,0.2725,1
1,0.135,0.12490000000000001,1,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0.27,2
1,0.132,0.12029999999999999,1,0,1,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.16,0.2822777777777778,2
1,0.135,0.1343,1,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.14,0.28,1
1,0.115,0.1115,1,1,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.04,0.17,0.11960000000000001,0
1,0.13,0.1288,0,0,1,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.19,0.13,0.26,0.26275,0
1,0.1331,0.11,1,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2
0,0.13,0.1135,1,0,1,0,0.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.12,0.0,0.0,0.0,0
1,0.1331,0.16,0,0,1,0,0.43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.31,0.31,0.33,0.28862348178137653,2
1,0.123,0.1174,1,0,1,0,0.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.0,0.0,0.0,0
1,0.13,0.1222,0,1,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.21,0.21,0.23,0.25272727272727274,2
1,0.122,0.1182,1,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.0,0.0,0.0,0
1,0.113,0.1067,1,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.08,0.32,0.27449999999999997,0
1,0.111,0.1082,1,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.11,0.19,0.25566666666666665,0
1,0.1331,0.107,1,0,1,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.09,0.22,0.24666666666666665,1
1,0.142,0.1361,1,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.14,0.2885714285714286,2
1,0.123,0.1153,1,0,1,1,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,0.2,0.24,1
1,0.131,0.1398,1,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.11,0.262,2
1,0.158,0.157,1,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.13,0.25238095238095243,2
1,0.122,0.131,1,0,1,0,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.12,0.14,0.2503333333333333,0
1,0.13,0.1,0,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14,0.13,0.18,0.24616666666666667,1
1,0.154,0.1404,1,0,1,1,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.06,0.25,0.2075,1
1,0.12,0.1134,0,0,1,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,0.21,0.21,1
1,0.14,0.137,0,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.18,0.24542857142857144,2
1,0.127,0.12179999999999999,0,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.266,2
1,0.1331,0.131,1,0,1,0,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.05,0.24,0.22,0
1,0.12,0.1186,1,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.09,0.17,0.2205,2
1,0.137,0.12229999999999999,0,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,0.131,0.1279,0,0,1,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.27,2
1,0.13,0.12129999999999999,1,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.28,0.26366666666666666,2
1,0.122,0.1171,1,0,1,0,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.05,0.12,0.121,0
1,0.16,0.16,1,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12,0.11,0.24,0.27944444444444444,2
1,0.146,0.1453,1,0,1,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.1,0.15,0.262,1
1,0.131,0.1226,1,0,1,0,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.13,0.26666666666666666,2
1,0.132,0.128,1,0,1,0,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.16,0.28478253968253964,2
1,0.138,0.12490000000000001,1,0,1,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.14,0.18,0.2698035714285714,0
1,0.13,0.1237,1,0,1,0,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0.25333333333333335,2
1,0.126,0.1201,1,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.12,0.27,2
1,0.148,0.13169999999999998,1,0,1,0,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.05,0.15,0.14,0
1,0.13,0.13319999999999999,0,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16,0.16,0.23,0.2338095238095238,2
1,0.117,0.1093,0,1,0,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.09,0.16,0.245,0
1,0.12,0.113,1,0,1,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.08,0.12,0.237,2
1,0.153,0.1579,0,1,1,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0.2966666666666667,2
1,0.117,0.11209999999999999,0,0,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.12,0.18,0.2608085714285714,1
1,0.178,0.1747,0,0,1,0,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.16,0.34712499999999996,2
1,0.129,0.1288,1,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.12,0.14,0.2533333333333333,2
1,0.116,0.11009999999999999,1,0,1,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.11,0.18,0.24666666666666665,2
1,0.099,0.0997,1,1,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.0,0.15,0.0,1
1,0.135,0.121,1,0,1,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.13,0.22833333333333336,2
1,0.141,0.13169999999999998,1,0,1,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.21,0.2593625,2
1,0.132,0.1191,1,0,1,1,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.1,0.19,0.228,2
1,0.132,0.1247,1,0,1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.0,0
1,0.113,0.1172,1,0,1,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.08,0.2,0.22866666666666668,0
1,0.134,0.1288,0,0,1,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.19,0.27541666666666664,2
