Daytime/evening attendance	,Previous qualification (grade),Admission grade,Displaced,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,Gender_1,Application mode_2,Application mode_5,Application mode_7,Application mode_10,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Application mode_26,Application mode_27,Application mode_39,Application mode_42,Application mode_43,Application mode_44,Application mode_51,Application mode_53,Application mode_57,Marital status_2,Marital status_3,Marital status_4,Marital status_5,Marital status_6,Total units enrolled,Total units approved,Total evaluations,Total grade,Target
1,0.4736842105263157,0.29368421052631577,0,0,1,0,0.7169811320754718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.06976744186046512,0.25,0.6016302918748356,0
0,0.26315789473684204,0.19894736842105276,1,0,1,0,0.4150943396226415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.21739130434782608,0.23255813953488372,0.18055555555555555,0.6180383907441493,2
1,0.26315789473684204,0.26315789473684204,0,1,0,0,0.05660377358490565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2608695652173913,0.13953488372093023,0.3333333333333333,0.6472083442895958,0
1,0.3263157894736841,0.27473684210526317,0,1,1,0,0.018867924528301883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2391304347826087,0.09302325581395349,0.15277777777777776,0.3486721009729161,0
1,0.3999999999999999,0.2673684210526317,1,0,1,0,0.09433962264150941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.23255813953488372,0.1388888888888889,0.8368130423349988,2
1,0.08421052631578951,0.05894736842105264,1,0,1,0,0.09433962264150941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32608695652173914,0.27906976744186046,0.25,0.7731183652004057,2
1,0.26315789473684204,0.2778947368421052,0,0,0,0,0.05660377358490565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.20930232558139533,0.19444444444444442,0.7328950828293452,0
0,0.4010526315789473,0.15473684210526306,0,0,1,0,0.22641509433962265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.0,0.0,0.0,0
0,0.6210526315789473,0.41157894736842104,0,0,1,0,0.13207547169811323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.11627906976744186,0.2777777777777778,0.7064598124287843,1
1,0.368421052631579,0.3431578947368421,1,0,1,0,0.018867924528301883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.2558139534883721,0.19444444444444442,0.6800245420282234,2
1,0.3894736842105262,0.39368421052631586,1,0,1,1,0.09433962264150941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32608695652173914,0.3023255813953488,0.2361111111111111,0.7462429410365251,2
0,0.368421052631579,0.4042105263157896,0,0,1,1,0.07547169811320753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2608695652173913,0.27906976744186046,0.18055555555555555,0.6778107509109349,2
1,0.463157894736842,0.32736842105263153,0,0,1,1,0.037735849056603765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.2558139534883721,0.19444444444444442,0.6882285914628802,2
1,0.368421052631579,0.1947368421052631,0,0,1,1,0.13207547169811323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.27906976744186046,0.16666666666666666,0.7611534753264965,2
1,0.463157894736842,0.2768421052631578,1,0,1,1,0.037735849056603765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34782608695652173,0.27906976744186046,0.2777777777777778,0.647208344289596,1
1,0.33684210526315783,0.28210526315789464,1,0,1,1,0.05660377358490565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.16279069767441862,0.3194444444444444,0.6836707862214042,1
1,0.7578947368421052,0.6768421052631579,0,0,1,0,0.037735849056603765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.23255813953488372,0.16666666666666666,0.8344690282108109,2
0,0.368421052631579,0.26315789473684204,0,0,1,0,0.18867924528301888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.23255813953488372,0.3055555555555555,0.5906915592952933,0
1,0.368421052631579,0.35894736842105246,1,0,1,0,0.018867924528301883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32608695652173914,0.3488372093023256,0.2638888888888889,0.72850439711339,2
1,0.368421052631579,0.368421052631579,0,0,1,0,0.4150943396226415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2608695652173913,0.0,0.2222222222222222,0.0,0
1,0.35789473684210527,0.6347368421052633,1,0,1,0,0.18867924528301888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3695652173913043,0.3488372093023256,0.3055555555555555,0.7082829345253746,0
1,0.4842105263157894,0.4715789473684211,1,0,1,0,0.018867924528301883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34782608695652173,0.37209302325581395,0.2222222222222222,0.8168498553773337,2
1,0.3157894736842104,0.2126315789473685,1,0,1,0,0.018867924528301883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
1,0.3157894736842104,0.20947368421052626,0,0,1,0,0.018867924528301883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32608695652173914,0.3023255813953488,0.2777777777777778,0.6933724002354031,2
1,0.368421052631579,0.388421052631579,0,0,1,1,0.07547169811320753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2608695652173913,0.27906976744186046,0.19444444444444442,0.656323954772548,2
1,0.3999999999999999,0.3263157894736841,1,0,1,1,0.037735849056603765,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1
1,0.33684210526315783,0.3705263157894736,1,0,1,0,0.037735849056603765,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.13953488372093023,0.19444444444444442,0.5852221930055219,1
1,0.2210526315789474,0.27263157894736856,0,0,1,0,0.13207547169811323,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.0,0.16666666666666666,0.0,1
1,0.4010526315789473,0.3263157894736841,1,0,1,0,0.22641509433962265,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.32608695652173914,0.23255813953488372,0.2777777777777778,0.6262424401788061,0
1,0.463157894736842,0.34947368421052616,1,0,1,1,0.037735849056603765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2
1,0.368421052631579,0.368421052631579,1,0,1,0,0.1132075471698113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2608695652173913,0.27906976744186046,0.20833333333333331,0.6836707862214042,2
1,0.3157894736842104,0.26421052631578945,0,1,1,0,0.037735849056603765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.20930232558139533,0.25,0.6002629503023929,0
1,0.6842105263157894,0.05263157894736836,0,0,1,0,0.169811320754717,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.2558139534883721,0.20833333333333331,0.6235077570339206,1
1,0.5578947368421052,0.41052631578947363,0,0,1,0,0.018867924528301883,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.0,0.19444444444444442,0.0,1
1,0.5789473684210527,0.3768421052631581,0,0,1,0,0.13207547169811323,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32608695652173914,0.3488372093023256,0.2222222222222222,0.7034972390218249,2
1,0.4842105263157894,0.42947368421052645,1,0,1,0,0.037735849056603765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,0.2421052631578946,0.1757894736842105,1,0,1,0,0.018867924528301883,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.09302325581395349,0.3333333333333333,0.6472083442895958,0
1,0.49473684210526314,0.3989473684210527,1,0,1,0,0.018867924528301883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.20930232558139533,0.2638888888888889,0.6745551757384521,2
1,0.26315789473684204,0.21578947368421053,1,1,1,0,0.018867924528301883,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.13953488372093023,0.2638888888888889,0.5794923807019521,0
1,0.11578947368421044,0.11578947368421044,1,0,1,1,0.07547169811320753,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.11627906976744186,0.2638888888888889,0.5879568761504076,0
1,0.27368421052631575,0.26631578947368406,1,1,1,1,0.037735849056603765,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.27906976744186046,0.16666666666666666,0.7383644491191165,2
1,0.5789473684210527,0.3768421052631581,0,0,1,1,0.09433962264150941,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32608695652173914,0.3488372093023256,0.2222222222222222,0.817626852651833,2
0,0.26315789473684204,0.2315789473684211,0,0,1,0,0.3018867924528302,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2608695652173913,0.27906976744186046,0.19444444444444442,0.6472083442895958,2
1,0.19999999999999996,0.15999999999999992,1,0,1,0,0.05660377358490565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.23255813953488372,0.20833333333333331,0.6672626873520904,0
0,0.4736842105263157,0.6389473684210525,1,0,1,0,0.33962264150943394,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13043478260869565,0.0,0.013888888888888888,0.0,0
1,0.6842105263157894,0.8989473684210527,0,1,1,0,0.13207547169811323,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5217391304347826,0.37209302325581395,0.4305555555555555,0.6964326408975371,0
1,0.26315789473684204,0.32105263157894726,0,0,1,0,0.018867924528301883,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.18604651162790697,0.19444444444444442,0.6380927338066439,1
0,0.368421052631579,0.1578947368421053,1,0,1,0,0.3018867924528302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2608695652173913,0.2558139534883721,0.25,0.6016302918748356,2
1,0.6842105263157894,0.6947368421052631,1,0,1,1,0.09433962264150941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.34782608695652173,0.32558139534883723,0.2222222222222222,0.7153931107020773,2
1,0.26315789473684204,0.05263157894736836,0,0,1,1,0.15094339622641512,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.20930232558139533,0.19444444444444442,0.6043649750197213,2
1,0.3052631578947369,0.23789473684210516,1,0,1,0,0.05660377358490565,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.2558139534883721,0.20833333333333331,0.5979840476816548,2
1,0.5052631578947369,0.354736842105263,1,0,1,0,0.1132075471698113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.20930232558139533,0.15277777777777776,0.7602419142782014,1
1,0.21052631578947367,0.18105263157894735,1,1,1,0,0.018867924528301883,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.046511627906976744,0.25,0.2734683144885617,1
1,0.4010526315789473,0.06105263157894725,0,0,1,0,0.13207547169811323,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.30434782608695654,0.0,0.3472222222222222,0.0,0
1,0.4010526315789473,0.10526315789473673,1,0,0,0,0.07547169811320753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.27906976744186046,0.16666666666666666,0.7520378648435445,2
1,0.4010526315789473,0.05263157894736836,0,0,1,0,0.169811320754717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.046511627906976744,0.18055555555555555,0.328161977386274,0
1,0.4010526315789473,0.21578947368421053,0,0,1,0,0.4150943396226415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2608695652173913,0.06976744186046512,0.3611111111111111,0.3463931983521781,0
0,0.4010526315789473,0.19999999999999996,0,0,1,0,0.5094339622641508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.30434782608695654,0.32558139534883723,0.25,0.6620212113243931,2
1,0.368421052631579,0.4421052631578948,1,0,1,0,0.037735849056603765,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.18604651162790697,0.2777777777777778,0.7452011569813305,1
1,0.42105263157894735,0.3147368421052632,1,0,1,0,0.018867924528301883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.27906976744186046,0.16666666666666666,0.7383644491191165,2
1,0.3894736842105262,0.26631578947368406,1,0,1,1,0.018867924528301883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32608695652173914,0.3488372093023256,0.2222222222222222,0.7719402810646566,2
1,0.42105263157894735,0.4136842105263159,1,0,1,0,0.037735849056603765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.23255813953488372,0.19444444444444442,0.7657112805679727,1
1,0.21052631578947367,0.17368421052631566,1,1,0,0,0.037735849056603765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30434782608695654,0.09302325581395349,0.2361111111111111,0.32706810412831977,0
1,0.368421052631579,0.35578947368421066,0,0,1,0,0.07547169811320753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.41304347826086957,0.3023255813953488,0.3611111111111111,0.7185379963186957,0
1,0.4010526315789473,0.1578947368421053,1,0,1,0,0.05660377358490565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2
0,0.368421052631579,0.1947368421052631,1,0,1,0,0.3584905660377358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2608695652173913,0.0,0.0,0.0,0
1,0.4010526315789473,0.6842105263157894,0,0,1,0,0.490566037735849,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6739130434782609,0.7209302325581395,0.4583333333333333,0.7892937708457312,2
1,0.2947368421052632,0.23578947368421055,1,0,1,0,0.037735849056603765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.0,0.0,0.0,0
1,0.368421052631579,0.2863157894736843,0,1,1,0,0.05660377358490565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.45652173913043476,0.4883720930232558,0.3194444444444444,0.6911290129801833,2
1,0.28421052631578947,0.24421052631578943,1,0,1,0,0.037735849056603765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.0,0.0,0.0,0
1,0.18947368421052624,0.12315789473684213,1,0,1,0,0.05660377358490565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.18604651162790697,0.4444444444444444,0.7506705232711017,0
1,0.16842105263157903,0.1389473684210527,1,0,1,0,0.05660377358490565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30434782608695654,0.2558139534883721,0.2638888888888889,0.6991673240424225,0
1,0.4010526315789473,0.12631578947368416,1,0,1,0,0.05660377358490565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30434782608695654,0.20930232558139533,0.3055555555555555,0.674555175738452,1
1,0.49473684210526314,0.43263157894736826,1,0,1,0,0.018867924528301883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.27906976744186046,0.19444444444444442,0.7891514218098494,2
1,0.2947368421052632,0.2136842105263157,1,0,1,1,0.018867924528301883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.13953488372093023,0.2777777777777778,0.656323954772548,1
1,0.3789473684210527,0.4715789473684211,1,0,1,0,0.037735849056603765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.23255813953488372,0.15277777777777776,0.7164869839600316,2
1,0.6631578947368422,0.6526315789473685,1,0,1,0,0.018867924528301883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.27906976744186046,0.18055555555555555,0.69018193656637,2
